hotels,names,titles,star_ratting,location,date,comments,replies
台北W飯店W Taipei,826aaronc,"很棒的房間和氣氛,但缺少一些東西",4,,2016年10月,"我在臺北的很多。 這是我經常出沒的原始,和一個地方是我最喜歡的地方。 臺北w酒店很時髦,現代,還有一股濃濃的""酷""的氣氛。 一個有很多的名人和nba播放器來這裏住宿,而且你絕對可以看到一些漂亮善良的人們。 我去拜訪朋友的時候就來過w酒店住有很多年歷史了。 今年是我第一次住在那裏其實。 

我預訂了一個很棒的房間和很棒的房間被升級到了一個與喜達屋的白金會員識別。 我確實有幾個鍵不順我的預定,但是前臺很快就爲我解決了。 房間很棒極了,非常漂亮,還有一個""難以置信""（我在這裏做什麼？ ）臺北w酒店和游泳池的景色。 我還有機會花了很多時間在這個非凡的套房是住在一個朋友也是在同樣的時間和我可以告訴你這是一個普通的房間雙人的成本是完全值得的。 

總之。 我喜歡w和我總是會來這裏住的時候當我有機會的話價格還是合理的。 但是。 我有幾個問題阻止我離開5星級考慮到你付的錢。 

雖然服務很穩定,只有經理和幾個服務員會說英語選擇工作。 食物/飲料服務有點慢和服務器看起來確實像是一種""丟失""和不確定該怎麼做當你要什麼東西。 在登記入住的時候完全是我的問題不是員工的錯,但事實是它不得不一直等到我辦理入住手續 - 才能解決挺煩人的。 食物和酒水都很貴,而且食物也不是很好（警告： 我要大聲的法式炸薯條的大蒜蒜泥蛋黃醬的泳池邊你可以點！ ）。 然而,臺北是一個美食仙境如果你吃酒店裏超過1 - 2餐,你會錯過的臺北的點。 

房間很棒,服務很好有幾個小問題,總的來說我很喜歡的一個地方。更多","Dear Aaron C,

Thank you for taking time to share these feedbacks with us! We are glad that your stay...更多"
台北W飯店W Taipei,kukaicuff,遇到任何問題,1,泰國曼谷,2016年12月,"我們付的價格來說是個很好的價值？ 沒有
讓我感覺就像是貴賓一樣？ 沒有
在登記入住的時候提供一個溫暖和友好的歡迎 - 在？ 是
前臺的工作人員幫忙？ 是
應訴的我的需求？ 沒有
把他們的工作感到驕傲？ 是
給我提供了相關的優勢我的喜達屋優先顧客狀態？ 沒有
認識到作爲一個喜達屋優先顧客會員/確認？ 沒有
你有沒有告訴其他人的負面的事情是關於您的最近一次住宿？ 是更多","Dear kukaicuff,

Thank you for your stay at W Taipei. We feel honored for your stay as our SPG member...更多"
台北W飯店W Taipei,358PaulL358,一個完美的住宿,5,香港,2016年12月,"這是一個點對點的安排了一個週末。 我很高興我選擇了w我spg會員。 我得到了免費無綫網絡連接和充足的飲用水。 一切都很順利和高效的從登記入住到退房。 牀很舒服。 健身房很寬敞而且設備齊全。 更衣室提供一間蒸汽浴室,桑拿浴室和熱水浴缸按摩浴缸。 他們舉辦一個派對泳池在我們住宿期間11下午直到所以很吵。更多","Dear Paul L,

Thank you for your nice feedback. How great to know you had such a wonderful experience here...更多"
台北W飯店W Taipei,direct2d,我們最喜歡的一個喜達屋酒店,5,,2016年11月,"我和我老婆住在臺北w酒店有一個很棒的最後一年。 上個月我們決定再來,有很高的期待。 臺北w酒店不會讓你失望的！ 這是迄今爲止我們住過的最好的w在世界範圍,和我們最喜歡的一個喜達屋酒店。 

不用說,臺北w酒店的地理位置很好（步行到街對面有一些很棒的微風餐廳可供選擇）,服務也是無可挑剔的（特別要感謝amy和debbie就把我們照顧得很好）。 早午餐在廚房的桌子很棒,有很多西式和中式的食物可供選擇。 

去年,我們住在一個神話般的房間； 今年,我們住在一個非常棒的房間。 我們的兩個房間都很喜歡 - 是一個很棒的房間更大一些,不過我的妻子和我更喜歡這裏的佈局,風格和房間非常壯觀的景色。 

我主要說下我的評論其他部分的小細節上設置了很多其他不錯的喜達屋臺北w酒店除了6屬性類別： 

 - 房間裏滿是感動和整潔看起來就很酷。 高高的天花板,從地板到天花板的窗戶,彩色玻璃。 到處都是很酷的燈具 - 周圍的燈光在電視後面,牀上面的閱讀燈,等等。 如果你喜歡小玩意兒,臺北w酒店的房間是爲你準備的。 真正的揚聲器/低音炮連接至電視。 的白噪音機器。 其實電動窗簾遮擋住外面的光綫。 一個驚人的電動馬桶（可以管理你不必有任何不用去碰它）！ 

 - 屋頂的游泳池很熱而且位置很棒（限定大廳/酒吧,餐廳,和另一個酒吧）。 我們這個月來這住,我們發現了12層上的""更衣室""（其實是真正的像一個完整的 - 被溫泉）。 

 - 歡樂時光31樓的喜達屋優先顧客黃金/白金會員的街道是一個很超值（5和7之間的免費飲料）。 

我們的行程是臺北w酒店肯定會在下次再去臺北！更多","Dear direct2d,

We couldn't be happier that you felt so comfortable and welcomed during your recent time with us! We...更多"
台北W飯店W Taipei,Chun Hieng K,在臺北市中心的很棒的酒店 ,5,香港,2016年11月,"臺北w酒店有一個最佳位置的臺北一家酒店裏,步行就能到購物中心,在地鐵站的上面。 

我住過臺北w酒店因爲2012和房間總是很乾淨。 儘管從去年開始有了一個新的建築擋住查看酒店仍然有很好的房間和服務都很好。 

作爲一個白金會員,升級到套間很棒的幾乎都是有保證的。 酒店的設施也很棒尤其是健身房是我見過的最好的一個。更多","Dear Chun Hieng K,

What a great review! We are thrilled to hear that we wowed you! We are delighted...更多"
台北W飯店W Taipei,MPCtraveller,也沒別的地方有賓至如歸的感覺。,5,,2016年12月,很棒的酒店有着良好的硬件和軟件。 房間很新很乾淨。 優質的服務從emma（禮賓團隊）她在那裏購物和晚餐計劃提供很好的建議。 我們一定會再來。更多,"Dear MPCtraveller,

Thank you for your feedback, glad that you had a lovely stay with us. We strive to provide...更多"
台北W飯店W Taipei,Ed L,"很棒的住宿,現在有一點冷。",4,紐約州紐約市,2016年11月,"仍然是一個最好的住宿地點,這已經是我們的一個主要住在臺北,下面還有一個地鐵站的建築,到處都是美食廣場和零售療法。 

我們的許多工作人員換了住了一個多,有點冷淡,但是如果你想找的時髦這個地方就很適合年輕的遊客和城市。更多","Dear ED L,

Thank you for your feedback, we are more than happy to know that we impressed you! Please...更多"
台北W飯店W Taipei,Anzac,非常好的住處。 短但是很漂亮。,4,Singapore,2016年12月,"我們在這裏住了2晚。 別緻的酒店在一個不錯的旁邊有一個購物中心。 相對來說比較近的夜生活場所和餐廳。 房間現代而實用。 我很喜歡這裏的牀。 他們真是太舒服了。 不過說實話我住的時間不長也不會使用我的房間在酒店的設施這家酒店真的是不知道怎麼好。 但這是絕對現代和時髦的年輕人在很多方面都讓我們很喜歡這家酒店。 
很像任何w酒店。更多","Dear Anzacng,

Thank you so much for your valuable review and staying with us. We are pleased to know you...更多"
台北W飯店W Taipei,N_Pausawasdi,糟糕的服務,1,泰國曼谷,2016年5月,"我是去年五月在臺北w酒店。 我選擇住在這裏是因爲它的位置。 一般情況下我不是w酒店的粉絲。 不管怎麼說,這家酒店的整體的酒店不是很糟糕。 裝飾非常古怪。 儘管不是很有效率的員工都很友好,但是他們是很好的。 食物很一般。 但我的問題就是服務,尤其是這裏的保潔員。 在我住宿的第二天。 我回到我的房間在6 p的發現我的房間還沒有打掃的尺寸。 讓我很驚訝的但是當我再次檢查整個房間,這種半 - 每天都打掃。 管家把我所有的給了我一個新的用過的毛巾和飲用水。 但是剩下的房間不是還沒開張呢！ :撤消牀,盤子不是拿走了,和照片等。 這是奇怪的和不可接受的。 因此。 我下樓去看看前臺經理, sara ku ,和我的房間條件給她看了我的照片。 她很震驚和見證它來到了我的房間。 她還是非常不錯的。 她道了歉並試圖讓管家把所有的錯誤造成的。 在那之後的錯誤有幾個這樣的大酒店裏的鈔票和等等但是我不想再受這個愚蠢的事情因爲我不會再來這裏。 對於那些想要精緻的酒店和服務,不要住在這裏。更多","Dear N_Pausawasdi,

Thank you for your stay at W Taipei. We do care a lot for how you feel and...更多"
台北W飯店W Taipei,Astrojoy,很棒的地方！ 唯一要住的地方 ,4,香港,2016年12月,"如果你想要一個涼爽的放鬆放鬆d的住宿地,那麼這就是了。 很棒的房間很現代,服務很好而且很友好。 很棒的健身房和溫泉。 好的酒吧和餐廳。 還有一個可愛的游泳池在冬天的時候加熱。 位於中心地帶,所以有什麼不喜歡的！ 強烈推薦更多","Dear Astrojoy,

Thank you very much for your fantastic review! It is great to know how you enjoyed our modern...更多"
台北W飯店W Taipei,James613121,"如果這不是一個所謂的家一樣,有什麼？",5,,2016年11月,"當你出國旅行,你還有什麼期望從酒店你住在哪裏？ 一個溫暖的家的感覺？ 房間很冷或很有禮貌但robotism服務。 

我的選擇總是第一個。 這就是爲什麼w酒店臺北到臺灣當我總是我的第一選擇。 我住的更多,更像是我的第二個家。 

每天早上,從一個溫暖的微笑歡迎你的享受早餐,然後每個人都來迎接你,即使是你最喜歡的是特殊照顧的很好。 整個逛了一天,你想吃什麼,他們會儘力滿足你的願望。 

我真的很喜歡這裏的環境和他們把你當成了最重要的客人給你提供優質的服務。 

感謝w酒店,總經理thompson先生, matthew, vivian, kevin ,和更多的證,小寫, pauline ,常春藤, doris, kara, ariel ,錄音機, vivian ,美洲, sam ,尼爾森,跳,我記不住所有的名稱&等都是很棒的,因爲它是一個大家庭,但我可以識別幾乎每個人都有,只是因爲他們知道我和家庭成員一樣對待我的方式。 

下次如果你住在臺北w酒店,請記住不要害羞的話給你的那些年輕的女孩和男孩的微笑,他們會送你回來的幾百倍的出色的服務。 

是的,如果我不叫w酒店臺北作爲我的第二個家,增添了什麼？更多","Dear James613121,

Thank you so much for such a wonderful review about us! We really hope all of our guests...更多"
台北W飯店W Taipei,kevin1105,不錯的酒店,4,紐約州長島,2016年11月,"空調： 不能欣賞到泳池因爲有了一個新的建築對面在建 - - 預訂的時候要注意不是若干個聯繫人/酒店。 電梯都很精美但要小心,門傳感器還是從過去十年,直到它命中你不會停止。 浴室 - - 不完全的隱私,還有一個小的牆不能關閉。 （雖然我們並不介意）5星級酒店. ,你所期待的會很貴,但是很好。 我前 - 點了我老婆的鮮花,他們從外部供應商發送,第二天去世了。 對於這樣的價格,我希望它是好的鮮花,但是他們第二天早上我們得到了他們看起來很舊。 

Pro： 很專業的服務,一流的。 地理位置很方便。 現代的外觀和感覺。 酒店看起來很新條件。 一度我覺得這家酒店的房間很乾淨。 他們的""不管 - 每當""真正的優惠服務,我們要求一個位置來買一打招呼 - Kitty項目,他們很快就回覆了我一封信與商店位置,幾個小時的操作和。 （雖然我們到達那裏時,我們意識到這是一個仿冒的哈哈）。 自助早餐很棒（除了與炸油條的粥）,他們的新月形麵包嚐起來就像我們在巴黎度過的。更多","Dear kevin1105,

Thank you so much for your valuable review and staying with us. We are pleased to know you...更多"
台北W飯店W Taipei,NIGHTMARE_12,臺北W酒店,5,香港,2016年11月,"這是一個時髦的酒店。 非常漂亮的酒店和地鐵站旁邊。 

員工都很年輕但是很有禮貌。 早餐還行但是有一些熱的音樂在此的那一刻起。 如果你想要一個輕鬆的環境中吃早餐,這裏可能不適合您的需要。 

我的房間在29/F ,得到了一個很棒的城市景色Taipe。更多","Dear NIGHTMARE_12,

Many thanks for sharing your review with us. We are pleased that you had a good experience during...更多"
台北W飯店W Taipei,LuLu_,舒適的酒店,4,Hong Kong,2016年11月,"臺北w酒店很舒適和非常良好的位置。 大堂很現代和服務還是挺不錯的。 如果你能多花一點錢去101查看晚上的景色真是棒極了。 但如果你更注重風景和很不在乎房間的大小和浴室的經歷。 我會推薦這家酒店是同一家連鎖店在臺北喜來登但要便宜得多。 儘管房間有點舊了,看不到什麼風景不時尚,但是房間和浴室的大小也很不錯,服務很好早餐也有很好的選擇。 不錯的嘗試一度w酒店的風景我更喜歡住在喜來登酒店的價格和舒適度。更多","Dear LuLu_HK:

Thanks for your feedback. W Taipei is situated at the heart of Xinyi District with convenient public metro...更多"
台北W飯店W Taipei,ielkin,很棒的選擇,5,麻薩諸塞州波士頓,2016年11月,"一切都是那麼完美： 位置,風景,服務,清潔度,設計,設施。 是的,房間裏的衛生間會驚喜你太（自動完成。 我的意思是 - 完成！ ）不要說牀很舒服,浴缸等等。 很棒的音響從構建 - 在音箱的。 
絕對會再來的！更多","Dear ielkin,

Thank you for staying in W Taipei and sharing us your uplifting review. We are so glad that...更多"
台北W飯店W Taipei,bobhammer,達不到5星級,3,香港,2016年11月,"我真不懂它的大肆宣傳的w連鎖酒店,去那裏的人即使他們不是酒店的客人和拍攝照片裏面有著名的w標誌。 臺北w酒店確認了我唯一的信念。 酒店辦理入住手續的大廳位於10樓,是高的。 我期望它有一個美景或是一些特別的東西,但它只是像任何其他的酒店的大堂在一樓,沒有什麼特別的。 登記入住的價格相對來說還是比較順利,但是我本來期望他們會陪我們走到電梯會帶我們去我們的房間,但是他們並沒有是很不錯的。 

房間很小我們付的價格來說,這裏的景色不好,但是廁所的設計讓我非常的沮喪的我住在那裏的幾天。 廁所可以輕鬆容納兩個全尺寸的浴缸,但是他們而不是唯一一個在那裏和它位於所以低到地面。 我不得不幾乎跪,和我絕不是在178釐米高度很高的。 水槽和淋浴的水龍頭裏最弱的水壓是我見過的任何5星級酒店裏。 熱帶雨林淋浴頭是不可用的因爲水壓很弱。 不舒服的洗澡體驗的陰影的。 我有一種感覺牀單不太乾淨也因爲我整晚都很癢,但可能是我遇到的是一個心理上的不適注意。 

總之,一次不愉快的經歷有一個很高的價格付錢。 不會把它推薦給那些要求高 - 類,能感受到他們的家住在臺北,臺灣。更多","Dear bobhammer,
 
Greeting from W Taipei. First of all, thank you for spending your time to give us your valued...更多"
台北W飯店W Taipei,kateeeeeeeeeeee,臺北最棒的酒店,4,,2016年6月,"這是我第一次去這家酒店,酒店的位置很好而且位於市中心地段,有一個愉快的住宿在全新的在臺北w酒店的房間非常棒。 很喜歡酒店的時尚設計,牀超級舒服的視野和臺北101是從我的房間太棒了。 房間裏的浴室和很棒的很清楚。 我和我的朋友去臺北。 我的朋友也感覺很不錯的酒店。 我在我的房間能看到很好的風景,讓我在這家令人興奮的那一刻起,下次再來。 我還會再去這家酒店我和我的家人。更多","Dear 陳嘉琪,

Thank you for your feedback. Glad to know you enjoyed staying with us, we are happy to read...更多"
台北W飯店W Taipei,tokyotomutan,一個好的w酒店有一個有趣的氣氛和很棒的泳池區,5,日本澀谷區,2016年10月,房間設計的很好雖然有點小。 洗澡的地方有一個非常漂亮的toto衛洗麗很貼心。 最大的亮點就是大廳的酒吧外面有一到夜晚的泳池。 還有一個值得在游泳池邊休息和訂購午餐和飲料上有溫暖的一天。 工作人員熱情地爲我們推薦當地的餐館和臺灣當地的做按摩的地方就在街對面。 一個寬敞的頂級健身房很好能看到城市的美景。更多,"Dear tokyotomutan,

Thank you for your review. It is great to know that our services, WOOBAR and WET pool made...更多"
台北W飯店W Taipei,ZWXU,很棒的住宿,5,紐約州紐約市,2016年11月,"這是我第一次住在這家酒店,但是最重要的是員工很棒的位置和設施。 Joanna olivia和前臺的工作人員超級友好,他們都很熱情很主動地滿足我們的需要和提供無可挑剔的服務,讓我們感覺很受歡迎。 很棒的工作！更多","Dear zwx1997,

Thank you for sharing your lovely comment with us. We are very pleased to hear that you enjoyed...更多"
台北W飯店W Taipei,abid8888,很棒的服務！,5,,2016年11月,在這裏住過很多次酒店開業以來在2012。 去過超過300.00萬公里業務自1995和到目前爲止這是我最喜歡的酒店。 這裏的服務都是一流的員工讓你感覺像家人一樣。 如果你打算到一個常客一定要滿足harvey馬修。 他們會確保你住的識別。 如果我能給6星級。更多,"Dear abid8888,

Thank you for your feedback, we are glad you had a nice stay with us at W Taipei....更多"
台北W飯店W Taipei,Nzcysi,還不錯 ,4,,2016年11月,"良好的位置。 靠近臺北101和夜生活的聚會場所。 很容易評估,公共交通就在酒店旁邊。 

乾淨和很好的健身房。 免費的水和蘋果。 服務很好。 

現代的室內設計。 

房間很小。 總的來說是一個有點貴的對於你所得到的。更多","Dear Nzcysi,

Thank you very much, what a glowing review! We are so thrilled to know that you left with...更多"
台北W飯店W Taipei,DLangtry,絕對是最棒的,5,加州森尼韋爾,2016年11月,"在w酒店的工作人員都是首屈一指的。 他們讓你感覺你是酒店裏最重要的客人和他們自己的方式來做小事情使你住得很好因爲它可以。 
健身房是一流的有很多有氧器材,重量器械和啞鈴。 工作後的溫泉也是我去過最好的。 很棒的按摩和桑拿,熱水浴缸,水療等媲美世界上最好的一天。更多","Dear DLangtry,

Thank you for such wonderful review! We will share your recognition to our talents, we are sure they...更多"
台北W飯店W Taipei,lakdawala0,令人驚訝的服務接近臺北101,5,加州洛杉磯,2016年11月,"我們在這裏只住了1晚,但我真希望我們能多住幾天。 這裏的工作人員非常熱情而且非常有禮貌。 他們注意到我們訂了一個無障礙的房間和給我們升級到了一間臺北101的美景。 我們在酒店吃的晚飯日元（31街樓上的）而且還有早餐在廚房的桌子,都不錯的。 房間很乾淨和設施都很棒。 肯定還會再來這裏住的。更多","Dearlakdawala0,

Thank you for staying in W Taipei and sharing us your uplifting review. We are so glad that you...更多"
台北W飯店W Taipei,Allen C,最好的一個,5,,2016年11月,"第三次住在這裏,這次住了五晚。 

漂亮的酒店,迷人的泳池,出色的健身房,而且絕對是家很棒的餐廳（還會再來這裏住了一個人在他們的兩個餐廳的飯菜的質量）。 

但是,這件事情讓我真的讓他們在世界各地住過的最好的是他們的員工在我看來。 我敢肯定這裏的管理非常的選擇性很高的情商不高的人都是只租一個特定的水準,都是在個性和整體能力,而且很肯定他們要穿過幾個在外面培訓的最尖端的熱情好客。 

最終的結果是一個非常酷的//文化氛圍正在那裏他們所有的員工都渴望一個溫暖的微笑與你打招呼或提供任何的可能的方式去幫助你。 

多次的情況下還有一個問題/問題每次有人走過來和他們的個人責任/任務以確保它已得到解決。 而且也很快。 

到達的時候。 接待我的是可愛的傑森除了急切地幫助一些行李,用他自己的方式來顯示同情和一個不錯的談話,所有的一切都讓我感覺就像在家裏一樣舒適。 

登記入住的時候 - 在外面,很幸運的阿壩藏族羌族自治州的幫助下,她還好心的幫我們解決問題和溫暖的她竟是完美的發送 - 關閉。 

肯定還會再次住在這裏的！更多","Dear Allen C, 

Thank you for taking the time sharing this wonderful review with us! It is such a great...更多"
台北W飯店W Taipei,rafalution_2009,強烈推薦在臺北,5,馬來西亞吉隆坡,2016年3月,"酒店位於一個10分鐘步行到臺北101是w。 大堂樓層在10樓的,所以你需要乘坐電梯從2層到你的房間。 

服務預期之內,酒店內部很現代,五顏六色的,但還有一些中國復古時尚的東方風格。 W酒店是,你可以去俱樂部的背景音樂（這是一個小小的聲音比正常的背景音樂 - 能不能讓他們失望的語氣有點）。 

作爲一個喜達屋優先顧客,你會得到免費的無綫上網服務。 如果它的喜達屋優先顧客黃金/白金會員,您有權訪問的俱樂部裏喝免費飲料（包括酒）31街樓5之間 - 7下午。 

房間很寬敞,舒適和乾淨。 還有一個獨立的淋浴,浴缸和廁所的隔間裏還有一個全自動的。 一個空氣淨化器,處理數據的維護和低敏感性的標準的房間,房間裏提供的是。 牀的舒適度很好。 有一天一個全尺寸的牀旁邊窗口。 您還將獲得一個bose音響系統太。 

家政服務和夜牀服務很好。 

健身房的設備非常齊全和游泳池（室外）是加熱的。 

總之,一個很棒的住宿和一個全世界最好的w酒店的可能。更多","Dear rafalution_2009,

Many thanks for sharing your review with us. We are pleased that you had a good experience during...更多"
台北W飯店W Taipei,Rainer S,很棒的酒店在一個很棒的地方,5,,2016年11月,"我們住在臺北w酒店住了很多次了。 酒店的位置很好而且位於市中心。 漂亮的房間,很棒的泳池和食物。 最後但不是最好的服務,尤其是艾米曾幫助我們處理了很多酒店的設施和城市。更多","Dear Rainer S,

Thank you for choosing W Taipei again as your recent stay and sharing your experience with us....更多"
台北W飯店W Taipei,buddyfriend,令人耳目一新,5,加州Corralitos,2016年10月,"這麼一個舒服的,令人愉快的地方。 早上很早就到了有幾個小時去""玩""&早餐在大廳裏,然後我的房間是10上午已經準備好了,真是太受歡迎！ 非常舒適的牀&設備齊全的房間 - - 我想象中的w。更多","Dear buddyfriends,

Thanks for the WOW! We are happy to learn how much you have enjoyed your stay. We will...更多"
台北W飯店W Taipei,Alison C,很喜歡很喜歡很喜歡,5,香港,2016年9月,"優越的地理位置,房間很乾淨,設施很新 - 這家酒店擁有一切。 雖然這是一個稍微有點煩人不得不坐兩個獨立的電梯才能到達房間（我想着的不是屋頂）,現代建築和設施讓它所有的等待都是值得的。 還提供免費的蛋糕和爆米花數據包給愛吃甜食的我三天都讓我很滿意這裏。 室外泳池很小但是有一個度假村的氛圍,美麗的享受在一個熱的天在臺北。 酒店的位置非常便利,我們發現食物（雖然也很貴因爲地域）很快就填飽我們的肚子公約所稱的犯罪在隔壁的購物中心。 員工總是面帶笑容地招呼我們禮賓推薦一些真正正宗的餐館和夜市仍然讓我流口水的食物當我考慮到了這一天。 我會給個建議到可能的w的客人,不過,就是酒店的房間非常迎合夫婦的家庭而不是房間的佈局都很浪漫和淋浴也不是很私密。 總的來說這是一次很棒的經歷和我一定還會住在這裏的時候我會再來臺北旅行的未來。更多","Dear Alison C,

Thank you for your time in writing us such wonderful and detailed feedback! For services at W...更多"
台北W飯店W Taipei,Tedbeh,民國最好,5,馬來西亞吉隆坡,2016年10月,"我們去過臺北很多次了但是這是第一次我們住在臺北w酒店,而且我們還想把這裏作爲臺北最棒的酒店,因爲它的位置,舒適度和不錯的餐館。 

它坐落在大區地區和旁邊的公交車站和地鐵站。 非常方便從機場坐巴士旅行即使你。 它旁邊還有一家購物中心和1分鐘遠離最現代和最大的購物區之一臺北鏈接。 

房間很現代化而且非常舒服,我們特別喜歡木質地板也玩的很大一部分的客人提供溫暖的感覺。 這是一個非常w ,醒目的紅色和紫色的主題。 

客房服務非常好並且爲我們提供了飲用水和洗漱用品還有充足的。 

早餐很美味和分佈的很好。 

中餐廳,日元,是城裏最好的酒店之一。 

W酒店甚至還有家釀啤酒！更多","Dear Tedbeh:

Thank you for bringing us this uplifting review. It is truly wonderful to have your recognition towards our...更多"
台北W飯店W Taipei,Angelito P,"很好,是典型的w",4,菲律賓文珍俞巴市,2016年11月,"我可以給這個酒店評4 . 5, 但是那里根本沒有這樣的評價。 

在臺北w。 我認爲,在新加坡的一個比一個更好的w。 這感覺更溫馨,更舒適。 這並不是說w新加坡很差,一點都不。 

房間很漂亮也很現代。 從我的窗口望去很不錯,不是特別好。 但能一直看到晚上的燈,從我的窗戶,總是感覺很好 - - 我不知道爲什麼。 也許是因爲它是一種安靜的感覺,很遠的地方趕在晚上。 

我找不到我的房間,他們非常體貼地提供了一個旅行者所需要的一切。 我喜歡這裏的高 - 科技抽水馬桶還有加熱坐墊。 我喜歡這種淋浴的閥門被對面的淋浴頭和我可以打開它足以得到適當的溫度的情況下不會被淋溼了。 

它中心的地理位置使得它很容易去到附近購物和吃飯。 

很喜歡這家酒店。更多","Dear Angelito P:

Your review simply made our day! We are grateful to receive such a wonderful review from a...更多"
台北W飯店W Taipei,tami176,最好的一個,5,以色列海法,2016年10月,"W酒店是我們去過的最好的酒店,漂亮的酒店在一個很棒的位置的生機和活力。 我們很喜歡這裏的游泳池附近的酒吧,接待處的工作人員非常好和非常有幫助,極好的房間能看到臺北101的29樓的非常浪漫,我們會非常樂意再回來,這是臺北最好的酒店和我們住過的最好的w酒店。更多","Dear tami176,

Thank you very much for your fantastic review! It is great to know how you enjoyed our facilities...更多"
台北W飯店W Taipei,Andrew D,對於商務旅行來說很棒的地方,5,,2016年10月,"巨大的風扇的臺北w酒店適合商務旅行。 房間很舒服,去的是一個放鬆的好地方經過一整天的旅行和商務會面,健身房的設施都是很好的保持形狀的食物/飲料雖然有太多的業務, 24/7和客房服務很美味,員工很有幫助還可以幫助您更改任何最後一分鐘預訂了一輛出租車去哪裏拿您的會議是不勝枚舉.。 很棒的地方。更多","Dear Andrew D,

Thank you for your nice review! It is great to know what an awesome stay you had!...更多"
台北W飯店W Taipei,caribu75,很不錯的酒店,5,香港,2016年10月,"我們預訂了機場接送和接一輛保時捷卡宴。 檢查 - 直接到達的時候房間裏。 很漂亮的房間裏能看到壯觀的景色在101。 

很棒的設施,很棒的牀和很棒的浴室和日本的廁所 

禮賓很棒和安排預訂和所有的員工都非常友好非常有幫助

只有一個小小的評論總體來說住的是這裏的早餐。 這裏總是擠滿了等待在那裏的某些幾乎是10分鐘。 他們爲我們安排了坐在酒吧區但它遠離食物和座位不是很方便更多","Dear caribu75,

Thank you for your marvelous review. There is nothing happier than seeing a satisfied guest who stayed with...更多"
台北W飯店W Taipei,399sunnyd,"現代,很棒的位置,很棒的員工",5,巴西福塔萊薩,2016年10月,"住在臺北的絕對是最好的選擇。 我從來沒有見過這麼棒的員工,他們看起來都非常高興在這樣一個令人難以置信的工作環境。 我的航班取消了之後,員工無論站在超越了他們的作業描述的幫助我找到另一個航班,當然還有他們。 當我需要找一家附近的餐廳吃晚餐,清華大學邦德（門旁邊樓的）都非常耐心的給我們解釋了不同的選項,他給我們推薦了很棒的泰國餐廳和！ 邦德可能是經理,他會讓所有的客人都很滿意。 他不僅僅是非常瞭解酒店的環境,但是有一個漂亮的笑容和能源。 令人印象深刻的！ 我差點忘了提的是臺北101就在拐角處,你可以買到最近的。 令人驚歎的酒店,到處都是生活,豐富的色彩和生活！更多","Dear Sunny D,

Your detailed review just overwhelmed us and lightened our day. It was also our great honor to...更多"
台北W飯店W Taipei,SkittyMitty,很棒的酒店和'品牌',5,,2016年11月,"W酒店是一個很時髦的味道和特定的盡頭國際皇宮酒店的經歷。 

我住過很多家w在我旅行的時候這是一個'品牌'其他酒店一樣。 這是前衛,精力充沛。 房間很棒而且員工很有風度和樂於助人。 

正如你所期望的任何w酒店和保險絲的食物是獨特的當地風味與國際口味。 

一定還會再來更多","Dear SkittyMitty,

Thank you for staying in W Taipei and sharing us your uplifting review. We are so glad that...更多"
台北W飯店W Taipei,Gooordon,非凡的酒店,5,馬來西亞吉隆坡,2016年11月,"從我們踏進酒店的那一刻開始直到我們退房,這裏的一切都完美和享受。 接待員很樂於助人而且令人愉快,他們都準備好了在地方和細節都得到很好的照顧。 

我們得到了一個很棒的房間正對着101大樓。 景色迷人的！ 我們只是盯着這個美麗的城市的景色可以從早晨到晚上什麼都不做！ 房間設施齊全也很乾淨。 W酒店的牀是一個邪惡的事情總是不能離開這個讓我們一度我們鋪好牀。 它是如此的舒適！ 

浴室的浴缸很大而且對面就是101大樓！ 實在是太好了！ 

這裏的泳池區和酒吧都很棒。 我很喜歡他們播放的音樂一整天選擇的！ 這家餐廳是最令人難忘的,這裏的食物很美味而且味道真是了不起！ 

這是我第二次來臺北w酒店除了3年後,它從未讓我失望過和它總是給我驚喜和美好的回憶。 感謝W！更多","Dear Gooordon,

Welcome back and thank you for sharing your review with us! We are pleased to know you enjoyed...更多"
